Eritrean,Austria-AJ,Kryashen,Jew-Iberian,Brahmin,Shaigi,Cossack,Scot,Algerian,Netherlands-AJ,Afar,English-Southeast,Mansi,Spanish-Northwest,English-Southwest,French-Southeast,Jew-Cochin,Libyan,Basque-Spain,Kyrgyz-South,Sicilian-East,Jew-Iraqi,French-Southwest,Jew-Moroccan,Jew-French,Jew-Ethiopian,Latvia-AJ,Jew-Georgian,Assyrian-Caucasus,Cypriot,Jew-Tunisian,general-AJ,Jew-Yemenite,Uzbek-West,Hemshin,Iranian-South,Ukranian-West,Russian-Southwest,Ukranian-East,Turkmen,Turk-West,Maltese,Tunisian,Jew-Turkish,Syrian,Jew-Libyan,Spanish-South,Darginian,Jew-Kurdish,Jew-Iranian,Lak,Punjabi,Lebanese-Christian,Bulgarian,Albanian,Turk-Northeast,Russian-Northwest,Latvian,Gagauz,Bengali,French-North,Ingush,Chechen,Kurd,Avar,Turk-South,Karakalpak,Turk-Central,Moroccan,Romanian,Saudi,Portuguese,Spanish-North,French-Northeast,French-Northwest,Czech,Assyrian-MiddleEast,Lebanese-Muslim,Hazara,Kumyk,Orcadian,Uyghur-North,Spanish-Valencia,Moldavian,Jew-Azeri,Karachay,Jordanian,Finn,Jew-Italian,Italian-Northwest,Ukranian-Central,Tabasaran,Veps,Norwegian,Abkhasian,Icelandic,Italian-North,Circassian,Iranian-North,BedouinB,Jew-Uzbek,Greek-North,German,Somali,Czechia-AJ,Lezgin,Kazakh-East,Kazakh-West,Lithuanian,Balkar,Kabardian,Belarusian,Basque-France,Croat,Sicilian-West,Udmurt,Belarus-AJ,Sindhi,Italian-South,Tuscan,Slovenian,Slovakian,Corsican,Greek-South,Estonian,Russian-Arctic,Karelian,Gujarati,Pashtun,Chuvash,Ossetian,Turk-Northwest,Egyptian,Komi,Azeri,Armenian,Pole,Sardinian,Baloch,Swede,Brahui,Uzbek-East,Tatar-Siberia,Spanish-Central,Hungarian,Mozabite,Iranian-Central,Romania-AJ,BedouinA,Nogai,Kyrgyz-North,Yemenite-Northwest,Jew-Bulgarian,Hungary-AJ,Georgian,Germany-AJ,Tatar-Volga,Yemenite-Desert,Lithuania-AJ,Roman-Iberia,Yemenite-Highlands,Spanish-Balearic,Druze,Adygei,Tajik,Palestinian,Mordvin,Ukraine-AJ,Russia-AJ,Bashkir,Spanish-Catalonia,Poland-AJ,Russian-Central,mixed-AJ
Eritrean,0,97.9558439733739,109.0674584499,90.7429087833262,80.219352789892,66.7029086218135,112.010216385608,116.585206018554,62.2431674825115,111.54396068061,51.1998660979499,113.159950839999,99.1093926545096,95.4208479455377,109.137977653516,103.662459849404,77.9248884909433,70.3923567751281,109.11799637601,72.3744872656254,91.8383497451608,72.0365043877743,97.4105001329272,98.8316898551054,103.605248799632,62.7542567990836,98.422842183627,72.5332099557091,73.8720012009687,82.4840861535978,80.3776206455943,112.39933414066,57.2142322893974,82.2000703819053,88.2715435352851,78.9555320663734,114.462432312984,112.64545159027,115.439459171332,80.2528901179572,88.0064487248798,90.9590607305185,59.3889793950346,96.7457186764108,64.1260446913798,87.1107162094888,99.6892312669474,90.722863107331,79.0309346520914,82.8543555357442,92.0951078051323,55.8301007226281,69.4608590084402,109.008081237115,104.485554657658,81.2336968592136,113.945964671758,120.208235097441,104.741250183038,52.7586354564086,101.539449781947,96.4311598409839,96.9036643660535,79.1624779756006,90.6957262649699,88.3108607906569,77.6363249303717,76.2398962841456,72.7218164385121,107.053732008672,82.6341247136938,102.06458728047,105.53774056048,103.247005702582,105.378237959998,115.918178934001,73.5973438230107,65.4118343731394,73.7471617257928,94.4445249140437,107.963853716335,69.7508636555144,99.1549003757763,107.423443113661,78.2096038641034,93.180896980477,70.1848392176456,116.002891104786,102.877236158365,102.740784164767,115.007678901227,93.8013642823444,116.841943676961,108.969440032367,84.0492021520343,115.493899333986,106.432607707955,92.9998174361905,68.8568449581688,67.4546122252505,83.4390856249605,103.471611663927,111.948706322904,74.5972218977479,107.591152985526,88.0682837178345,73.4347763918349,73.4107340484946,117.008715504111,94.3606189052598,95.5985565757908,118.057648315885,104.899236898593,109.726531997659,91.1161820755035,103.349353732113,112.443797926329,67.319024161272,96.9750355591971,98.3660871813629,112.873847612001,117.941925348904,98.3794795728065,92.1055543748535,118.436566342882,114.205970153696,111.214239184412,56.0664067229072,71.4466181905528,103.701973860251,89.3687131110662,93.9763922357561,54.9135743427942,111.217616226701,78.5111904102313,83.0182604276249,117.311364310452,85.9880070554779,78.753987365972,114.478038986265,73.8754977971542,77.3672693622101,87.2554955934342,102.998489495474,112.788528130847,66.9570014402778,72.762384314134,111.124313514406,65.7176326819206,92.8852794851546,70.1783201493001,59.4430773010062,103.225617272296,110.14140304951,77.2037827732407,108.660359912743,108.124489480247,51.9239354121663,110.653033985446,93.8281358545277,49.4357275097592,104.924938730565,72.6277713398626,96.4744762148795,85.0451487908525,73.5332885673762,112.225506891866,111.711587520041,109.588188629064,97.935171497271,105.210375362785,110.275611680384,113.35284282684,110.027989485288
Austria-AJ,97.9558439733739,0,67.8647847141859,45.2837945785327,50.780181933238,69.7650035268846,67.6984563486235,67.5090194368448,72.208470174839,32.0195891618962,121.870343241071,63.4307235633093,63.6214380318079,48.3778711557573,59.3099762815106,52.1420632038992,54.7591060914978,67.67318111576,59.6248205364201,72.0309055856896,40.851309669159,56.9314328699679,52.4780613339458,41.5463172864817,22.1099411291933,125.547260516286,22.6913109510693,57.1263486911372,50.2219594577539,44.7521628901263,50.5309757313106,28.6869040759915,70.5304158295128,56.3309210546401,44.0966680153508,52.4956077208699,66.804389972827,70.0338208601585,71.2634771892393,61.3195599356562,45.073755437521,43.7282306815183,72.4722364543151,36.060389055506,62.0190715409979,46.9204587278334,47.9410586333063,50.7199647324176,50.5128133175597,49.6604894983416,52.4817355381601,86.0123340193287,55.0489046280187,58.1722179601756,51.0261027531556,46.0515325192461,71.7672397475198,76.4386598154281,55.6423187243058,79.6642650617547,51.3172256881537,49.8961423706493,49.2721100175898,49.129520424716,49.14249775324,43.2095315879277,61.5138119907451,47.3848912136489,61.6848903725382,58.4093183654448,60.7183783991626,48.9038125961175,53.3911949983876,55.1225281748454,56.2428473983965,68.0734223136509,51.2820586469086,55.7049119895699,62.9569381421831,48.5863606364915,60.6381571488821,68.8991482373587,47.9965064445512,58.3187997206046,51.4884173597859,51.8742306174328,56.6775860788573,73.9230857009775,25.9616116984877,46.9875932453716,69.360172548306,46.2253302622791,73.8465023484905,62.048885062286,51.6337724402015,66.3195908829419,48.5907714059123,52.5764463129356,53.5462536779511,72.8615847072562,48.0378343661251,50.1803499733962,66.3325903604196,135.291326571245,22.5901141922215,47.3350610788171,69.7724701276099,74.2692290346892,72.817734553248,50.4646784262711,51.1489713493834,71.7412055401867,53.6799852799118,61.3865996876093,40.1484296530898,61.0416647800086,28.0908195055804,63.335386243499,40.7066709766215,43.7175548362174,64.5102881810957,69.9353499173955,44.5890338629039,44.0317257256811,76.5146764477456,72.1715182596198,72.7111430424533,75.3057679981794,58.5593027412547,63.8572914441316,50.0629582946104,43.3178900724039,67.4289342524608,68.1142832327577,47.385993038223,45.6333677170158,72.6566206442255,43.0642019605179,53.412832477903,68.0374478826661,55.8257152081401,60.0510098311979,63.4543184465463,48.8697922297381,63.8029344025115,63.840060428988,50.2066341153225,27.7664816343855,63.3575689512405,55.7201187984087,73.8253644075718,69.6200607924946,29.0929743960864,26.112147827237,52.7971039123263,23.1406050629305,64.0325030428742,74.8087634760072,26.0637834545183,44.4422656432495,77.0780929427902,50.1592926493475,51.525168173413,48.4314807216181,48.527307441982,55.083095597939,67.7672024198555,28.6721965044095,27.4322359087333,59.3226381674818,50.9492130317138,24.719408928475,69.9919949272836,24.5580213511335
Kryashen,109.0674584499,67.8647847141859,0,65.9670849804661,60.5877295652075,83.1149484133119,23.0172472212177,36.2398295622086,88.3236133913932,54.1532960654892,127.722983869602,34.8233600651365,31.8988165856157,45.6642446617054,32.960806780504,36.4028271902398,67.1958391652016,84.1408365096104,42.5682300325141,77.0987902816195,48.3940834158167,73.9908049995877,46.4022108550282,64.2462434431173,64.3506564743489,130.581538146401,68.9165605360613,73.4656124347652,66.3804631653348,58.4286129344487,71.8002474300423,55.438950055193,83.5311034543656,56.9105379418664,55.3504086912067,65.0718070082183,28.0233303546123,22.5864675454035,26.203283932669,64.2772765390585,48.1896639195028,49.2744983552695,89.2015766220736,67.6167722925724,77.9155159789705,70.8468204670141,46.1563076634861,57.1401588745772,66.9773491467671,65.303954168855,54.2191301856744,101.588531879359,70.9416285897943,26.7735321629854,37.1006467481444,60.8495223204119,24.2286636637157,29.6657946108517,28.3937102628182,93.8904506273531,32.3519162816374,52.3516560687371,50.355320468568,64.8677020990132,54.803789020313,54.547157992686,65.7205521686157,63.4966813464691,76.7923982089654,25.9301231948264,76.0698538756308,40.2760524691904,41.7022313312691,31.5372400524561,33.376210443201,25.3602773417343,66.2509039765376,72.9886433205832,67.4365096410122,51.3819691058676,30.8032427792606,74.4593356142858,42.7112195910571,25.9171772589905,67.5844981469519,52.2784280744971,73.0545937065529,23.1930903398235,63.8845177654606,37.3334089840373,25.344401566277,49.6933479015216,23.1304246106551,27.7764997969776,62.6906494218335,31.9775492145412,38.4097006322875,52.1781593651827,66.5126530903661,87.5952418293175,63.2397429133762,33.8325624550844,19.9911713553242,138.890509996081,61.4180299814248,54.642761798797,75.0086591069987,80.0192225029214,26.1845127493999,51.1254338591582,47.5049459022703,27.9147069659539,43.1823023087873,22.9119784769732,47.0798327706172,26.7122331172156,56.9751350660328,78.1439293463522,41.4337057735939,38.52368751657,24.6592519969582,28.3936952143212,39.9678253262984,41.6376633425483,26.8329593499291,20.2968702362898,23.2491320476228,89.7167265100674,70.3226089361177,22.8561681992444,56.4073874780004,42.0330892231346,83.3749343231079,15.8692508670733,60.4084774170802,58.3187077653785,25.3005144978324,51.8879618798911,64.1991281012555,25.4891803890718,69.0027794587778,63.9285749059325,55.0335575122624,41.2956086072483,23.5785035001084,80.2146545385826,64.5379845579623,57.3966886001665,78.7491660302773,46.6628204341778,80.5013515165564,82.8092640260305,64.3673759332241,57.8769276556716,64.9675921193493,61.9874350385509,15.5022803096684,87.9795259252913,56.4098050427378,42.6887279269631,89.9779176291025,39.2850356681085,69.5323258543885,47.7494822465944,52.3259237071917,70.8944876610107,18.3854578029632,55.4941246350739,60.7826116243403,32.4921599340808,37.7255348448179,56.7394785827354,18.6386285303754,57.6088553824174
Jew-Iberian,90.7429087833262,45.2837945785327,65.9670849804661,0,46.6236214642812,55.9613628853574,65.6725566259857,63.7377684202674,60.9061706671739,54.4538033987682,116.199456131197,61.833158384096,64.9162977435295,42.3940676477725,59.307046334644,47.3504717761745,43.5639660037624,57.0782412704559,55.9126088543004,65.2336182052972,35.7656722480509,48.2267263601721,51.4155391891474,27.6117997185811,41.7121418821464,120.776832492725,41.2969066760523,51.9529665537591,42.9856153929993,37.1224513401047,32.1770340234429,51.6067120729476,59.0991984316097,55.3411874974701,45.107795500993,46.3120229903331,62.0984783079304,68.5989402746592,67.4700599805781,57.8593675323652,43.4122304750796,34.7967811071559,61.1015123478959,31.4231970307911,51.416560357036,30.5577215232066,40.4616165208629,51.4086534622087,43.6883095391325,41.8578629984666,53.0021155710627,81.5613979755168,45.9231648104597,58.1876359349438,49.674977660151,43.6877249655811,67.6770035706742,72.3213227055526,56.0593856082793,74.8852064535671,49.9332648805417,50.3520102965687,49.4019048526671,42.962996007786,49.5609251622184,40.8612825023499,57.5186434571081,44.4020029741597,48.3312256475164,58.3820010883689,51.2432363919409,45.1784895861322,51.1723830763761,53.7801957441622,55.1791019532874,63.2242891813334,45.3431580493604,46.9572234222742,58.7175216827977,50.0422777233114,59.0249013747014,63.3705486175132,42.8533143121896,57.5034080346367,45.7494742362655,52.4856079508082,46.5831468956711,69.2828142152908,38.895471298914,44.403835638443,63.1261266633705,47.7143871629077,69.6296613589438,60.586033945629,50.7001844088573,63.5145227941563,45.738861293197,53.3102489207631,46.1755262909363,62.3927035352214,44.1831894124641,50.5216843690303,65.0247118234994,130.460852513559,46.9029024679176,46.0991180292603,63.3643288054154,69.2716870746802,68.8417707315032,50.9788164157447,53.3897909927916,67.6628999917902,49.8138505958572,59.6405469993201,34.936608904872,63.3637415217116,52.7157427065356,57.9119040273006,38.9511130960525,42.4172575340222,61.3444121226252,65.5436612405293,42.3792025320047,43.3658279295864,72.4240967977126,70.5403385223274,70.0850834065721,70.21372815555,53.5496364492188,65.1321251808018,49.880895976995,46.65633947231,56.3959183689775,66.7488253359241,46.9361926053058,41.7717520718852,67.7299492504601,32.1928576923513,48.0237446032176,65.7778712104994,51.5924822942685,57.1526950591342,64.6710165528924,44.1314958757747,60.589747007885,51.6131941406727,46.7811964825653,50.0960665057944,51.4972123792672,59.0565537974485,68.1909011971984,57.7778213420118,37.5174206117836,49.5456790851146,51.1079288757886,46.2908670358714,64.0404505585838,63.8674091692835,49.7691136993745,41.034675683506,65.1960173390301,45.508750486838,43.7459213247254,49.4989036937454,47.1582550410511,44.7947561725831,66.3073875420263,51.2561086133143,48.4694986150876,62.783917686775,47.5733199791754,48.4707550691477,67.8151310387008,48.0959479063274
Brahmin,80.219352789892,50.780181933238,60.5877295652075,46.6236214642812,0,48.9959636643655,66.9286132517068,67.7692338949628,53.8248285261414,62.3400505295399,107.127142413313,62.5949431288426,51.9351548683217,41.5160005945593,55.7055941448282,50.8076599752487,34.2208422184488,49.543749424007,58.116441328624,45.7919914241142,35.7866854882195,42.1402498437405,48.0428589542485,47.504314360596,53.1315029256829,110.744313324383,51.6657294175531,40.6233319313552,34.9930545275804,32.4375474285969,44.1043704686176,61.0740634833449,51.8771430325901,34.8016095568883,34.139162277004,27.2131508537613,71.6904266106985,69.0679153496164,70.5437193847441,34.2489862260731,29.462050554545,34.8519947887231,55.4783543563037,46.3016871486171,41.9528969237961,44.5257225156399,47.5468541407992,36.9709190929828,34.4789277357074,37.3206358208001,36.7232641667018,61.7547743055492,35.9677579316977,56.8968950415646,52.1745285759107,31.7984803728374,68.8468154458699,75.9365221325308,53.076958236763,54.8901548566667,48.2020561885823,38.6204949901795,38.479524135551,29.8088231589835,34.4832166713665,30.3583934045772,38.6624495319597,30.2495808254134,47.3749022736839,56.4492890206332,44.271426821536,49.2657732994274,52.5010775835005,49.5279520645754,52.447925030125,69.1074222211577,32.2484364750844,35.8065279600667,33.1288693469615,38.6212381500732,56.2801529397203,40.8682353109652,45.4727563274929,55.7047044081998,39.8470306354027,37.6644393536325,38.301935559568,70.0349718630168,52.2714686904986,46.8877797932401,68.9061397473348,36.2282660010014,70.7110096984437,58.2793167604812,36.1497732161699,64.6251458266991,51.0962503735248,38.2692319613647,28.5658907976658,53.7815799190536,32.764451252925,50.9874072150206,63.6431804527337,122.303457845379,57.0345753444738,30.8472910020502,43.8021627755166,49.9915378575185,72.5317736807179,36.9999433693482,39.5645093693138,72.9695239152333,51.2014952703533,59.8718985025909,35.5641822477856,52.2031155726515,61.2664812131274,33.4253029328068,39.4839729252138,41.7701678237921,64.9665812751765,71.9311701154091,44.3652944812495,37.5029458448667,73.5550858812605,67.4822151132491,68.2973907214966,46.8470305195396,27.110231904171,56.2736793904024,33.5964516506506,35.0757278801969,48.3563225742475,62.3951635352128,26.1178272827146,31.9168593101543,72.5746320258613,35.0415538926576,25.2851041767165,66.0356251287127,26.8122714336389,34.093043803613,43.2535227762253,48.5192587868214,64.1483459000127,48.2243256443977,26.1354204425814,60.1308355297197,43.3510349021451,39.5488670832448,48.0256670199402,49.2431760195851,51.7367641946892,59.0095439449194,34.617862773163,57.7744692264044,58.0643264174194,52.8709810842813,58.8697767803116,34.9632663075966,56.9934925277453,50.3165771977634,34.6225284859695,38.6384817964416,22.9098708884643,35.077444815034,65.340809908356,60.3652016228909,57.4041745877946,47.3024865959814,50.679178837584,58.6054391192899,67.0666151352274,57.9993348446169
Shaigi,66.7029086218135,69.7650035268846,83.1149484133119,55.9613628853574,48.9959636643655,0,86.8827295030569,90.0580931826566,34.128237186658,85.4799931247276,92.8506292270474,86.3083716742479,73.0829620292352,59.9677987441471,79.7444361414845,73.3749094347113,44.185949753206,34.2921483793985,80.750464712609,57.7830179435289,55.2310017188501,42.9228756378902,68.4034455660428,61.9842598239643,72.9539783785964,99.5393099497448,68.847848923954,44.2672217471454,40.7143729054744,45.0689935452293,45.6464028504877,84.0388611649765,41.8160078935576,57.0190117918504,53.2123608176342,45.4655312820541,91.4347867310496,89.463873926394,91.3597304339247,56.9815515251644,55.6769265567596,52.8379757915109,29.9237572504943,61.1838175366749,37.3303763572537,47.7005075595297,66.2823133276485,59.1796725222065,43.8614801275804,46.2512763860248,62.9346916267407,58.8413186038103,35.4838342575565,78.9938595242038,73.100457368361,46.0258979213879,90.6309922982735,95.9029445732496,76.1107648841054,54.6952890452907,70.0659777806665,62.2511362873557,63.3992473837491,39.0806060362362,58.6589417050223,51.2297878726788,57.5144356987717,44.9060305363848,29.3455923444572,78.2545123440706,45.2804261760596,68.106740023539,73.7716760349198,74.5981458000256,76.4146960660728,89.9919442168357,40.2949399705559,35.9127925319188,51.9101677850947,62.5039356409837,79.6978521034381,53.1201660386656,66.802248533673,78.1544354074137,44.6512648606107,63.1118872469953,35.6807894669194,90.7370034197099,71.9051512679228,69.578218154461,90.3682754408454,60.7718012738993,91.183950440565,82.0856737585674,50.5879081534864,87.3869225984805,73.1479109581452,62.3749153073912,40.46711968016,41.292192554054,48.3981536228864,72.1706858101595,86.4478962893547,112.320762437395,78.7115035218205,54.7406036194377,58.4248045311014,62.3726311988469,92.8569929090911,62.5539870880297,64.686060064509,94.1966374063213,73.7113216403529,82.5866547529288,53.7946390530362,76.4431406759799,84.0462983222948,47.6250657821766,62.6781139311819,64.3566687737976,87.2565064645391,92.9811158742973,64.6176542506897,60.2493498209886,94.4104475809232,89.2365855042774,87.9119548933645,49.7017113495687,46.0029816780504,78.2827218753133,57.0180700471607,60.9650503204724,34.8112177397269,85.2031210197453,46.8127723402008,44.5313919098527,93.4578696105317,48.368914039555,45.2796312468705,88.9651961285431,46.4302913965548,56.0979194830241,65.2882876812632,69.8258733255834,86.9716344600115,25.3855988107945,43.1013791818436,82.2680309708001,34.1136935824408,64.9403611242962,58.4648104484764,38.5833129854589,70.8102306296381,81.3584103782348,46.0400249769837,78.8502417666252,81.0146551007761,39.1128648952323,82.0066577482851,60.2338734283514,41.4234127750124,71.8504429109023,36.2563237697602,64.6528319560796,53.455500623749,37.0150792103836,86.8456722758783,83.3274615932013,80.0031201156403,70.3193830904178,73.2240935928348,81.2098792573221,88.5651470641618,80.6422154665817
Cossack,112.010216385608,67.6984563486235,23.0172472212177,65.6725566259857,66.9286132517068,86.8827295030569,0,32.5703744653153,91.6018109427593,51.3832080611503,129.788204992638,32.2574556694008,41.736872660727,47.5063194783769,33.5862785597504,36.3405854971051,70.8943425109658,86.816200241685,40.5266898830622,82.0421120457105,49.4387980451343,75.8457138405858,49.1243782692264,62.2067328952267,64.3130771654071,132.796497996782,69.4720404998111,75.3013544902556,68.4039192633394,59.6461671312556,70.3162908988645,54.8144496012761,85.6538401182185,62.7082497304508,55.6373085564142,68.6110993865807,17.2475544033412,16.369523875116,14.8082857955859,69.3086000321288,51.6689253237617,51.1204126073896,93.0824168676813,67.3619131361639,80.3313476593738,68.6965580339421,45.2722193877292,60.0560432131713,68.8148205858591,67.3856653011549,58.2779160434057,106.465858383751,72.0674867525989,24.9099961055732,34.392645740747,60.6260724441297,17.1854196309884,21.3952583748675,27.2956360144248,98.8459535042965,34.3996768277339,53.5183539349113,52.4176857174164,67.3580777108988,56.9133974531122,55.8500772067825,70.8378230341749,65.8680070503476,79.9364191774251,23.2280870111464,77.5316231763453,39.9221504395313,40.7119135018321,34.6192848424168,33.4011452944498,17.5757662178855,68.180683539182,75.5494904258864,73.6152043409446,51.6997725420855,32.7898889427088,79.4094784714987,42.5862022040796,24.0452996016909,68.6968517901058,55.1931383537749,75.4406468470395,19.3956404746119,62.077650359849,36.2797832209468,15.4060692942263,51.2339416492121,19.6141676109864,27.8656543747283,64.4969782971586,29.2278136549792,36.3365311227573,54.909636962548,71.5425719081688,89.9878362441497,65.0784929902867,32.6467085507762,16.8813708070208,141.396002802463,60.2663107371577,57.1518426900237,80.5725273816667,84.9065735897975,17.6206128976414,53.765657460004,50.9682936814405,16.8360408869289,42.3889062196485,18.0367389544101,47.8000893636704,35.8760746877268,54.9418135373802,83.2337004759517,42.102239939279,39.8841961072541,16.6375566134816,18.1869978297642,39.9196387063642,43.536664938871,19.1578320349778,19.5955158714942,21.4013164858898,94.6783602314285,76.7947644372948,31.376084812493,58.0083053805678,44.7517176986471,85.9355560723928,19.5460537695015,62.961338823287,59.2289213138442,16.3058803172299,54.3815608567242,68.2947253288434,22.6164717414204,73.7977154790452,70.1435240433394,62.345490943085,41.6177553026942,17.618756800182,83.3788449052642,68.9567490210066,56.4163545204204,81.9165898128008,51.4937914893402,85.2411101987744,85.2617768120219,63.6203090288904,57.2555694846246,66.8235589256224,60.420553396044,20.8819903865261,91.0581188647859,55.7212575497554,47.708886040042,93.618068015905,37.9333783754071,70.8597892921769,48.3589989090092,58.0461576055146,73.7475568281149,13.7330552366096,54.5637470622205,60.2956707778751,41.883871680402,35.9550823322072,55.8538278351722,13.6147278393415,56.7242738081653
Scot,116.585206018554,67.5090194368448,36.2398295622086,63.7377684202674,67.7692338949628,90.0580931826566,32.5703744653153,0,93.4265778459554,46.2332102332279,134.112862595604,14.3997188038982,51.1106793247832,45.5839310211799,22.355349727686,31.5833586248674,70.0422100101362,86.8689914647888,29.266195609159,88.034578666217,48.9294403569309,77.5856046750712,48.0366922882473,56.9847289909954,60.2511059896482,136.206363821724,66.0388800497415,78.1573747339034,70.7438840824217,60.7434413254426,69.7724184229752,45.9286845184772,87.7590602600114,66.2199830424937,55.4090844038354,68.2903963515206,35.4370912492482,36.0583755415218,31.7769961207998,73.8399725209323,54.9777818428449,51.1067996016546,94.0837013002327,62.8723618622259,81.1542203749383,65.4859612496759,41.0049285834834,60.9446348547739,70.0137510401424,66.4948546018174,58.9699481623856,108.70543288763,74.7139926639572,28.0273429952393,31.0624315043059,62.6308897409878,35.4113091256784,32.6654320979718,31.987320424431,102.159411492654,33.0062498329149,52.4451917408944,51.232022490224,67.8075445095374,59.4279958439079,53.6877946145439,76.1445420555784,68.8905221014234,79.8532183622275,30.4767256236374,75.492836112829,35.6238294817685,32.0309564911873,31.3691773561366,26.5332163554328,25.3354262183282,70.4014349149897,78.1891993618222,78.6696510827523,52.4002053824838,22.1705560297023,85.095806036759,39.2803949039665,29.3161344869673,70.8699956218977,57.245536958014,75.6346961079253,28.6689417513162,59.0827263472653,31.7378024226121,31.1107896693849,51.317405350286,30.4263942079425,21.5201574510201,66.5149082889351,15.1234094441283,27.6875043608609,56.6307421695857,73.2028160682945,89.8084992246539,65.6469149877376,31.7817126143769,26.6960748538859,144.892836768141,54.413956934881,58.7555254039309,86.2646267411839,89.6038642348409,32.1433988318932,54.494204351241,52.07618437213,30.8187015505543,35.8995749627231,28.9123932031962,49.3578236701454,42.6950335587861,46.5600923744847,85.2499234420323,39.9671881771843,38.1997469103249,25.1839315514871,24.2262347583145,39.4575098425794,46.7726375015894,29.5457386935751,35.0818042584692,39.2623179786502,97.8730064400339,78.68190430687,45.4381701283154,61.1328265193881,45.5589085730435,87.6789899850133,35.9853069376624,65.6569292837774,58.7517986068673,29.4568440689895,56.3711061444257,69.655315788555,19.7939419188041,74.3775137508531,74.9289254024812,69.137318597752,35.173684559173,26.3935835489749,86.3990154495704,71.3242058989085,47.7843360797344,82.1587750140413,57.4392002471657,91.0135155684774,86.7626092833676,57.8224393887627,49.4742885293506,71.440157582395,53.256855284622,35.0937329067954,92.9835389479982,48.2220438334903,47.1506950243037,94.7504278187667,29.8108360458096,72.2046804046368,48.8564699229767,60.6458247395542,73.472066764915,32.7768241974225,46.2111575203689,53.1437140738916,50.8749736420267,27.9079519409307,48.8240165372409,33.5795633593941,49.5433602294486
Algerian,62.2431674825115,72.208470174839,88.3236133913932,60.9061706671739,53.8248285261414,34.128237186658,91.6018109427593,93.4265778459554,0,86.9705924975705,90.1970476889053,90.2103397996289,77.8713974121422,64.6561936829863,84.8301214294932,77.3301615960044,48.7944244140747,38.7413281661808,85.119533963891,60.5704118634054,59.4346290812194,46.5270183561477,72.9513207224764,65.3937798123697,75.2219135972324,94.6456973943168,70.3875816512323,46.7783061325966,42.9727757475267,51.7608053164989,46.552484647864,86.7414538271527,41.738123004187,61.0938038468769,58.4906016975656,49.4619363911171,94.7377542730303,93.0520713386703,95.4364269262166,60.408012517587,61.1210903875749,58.7803120293781,28.8929299253375,65.4381506561196,38.270983343237,51.6541360318774,70.207799203901,65.724480734822,47.5904811705277,50.7518104287391,67.2120856341297,54.8159052911708,39.2621525908011,83.1468117406866,77.2541700134023,50.1467189786614,94.4296266256309,99.3960459631765,79.979315445115,48.9937248753541,74.8597343135084,67.7234568671677,69.4898276828643,43.7833787768805,64.0347279173915,55.6660206417884,59.8082544031411,48.7878293845565,35.8320643064897,83.4139245963081,48.8546826399562,72.7090360511637,78.1832121690682,77.8651627866502,81.969866568453,93.3421097805683,44.1594696348177,38.123152418275,54.5971645307991,68.3295914339093,83.5733824729393,54.9738609893779,71.3598311550154,82.6275884375019,48.278309677979,68.8287628562976,39.0382572671302,95.577485532364,74.6759466907337,74.25631634779,94.7398944582551,66.0712605116463,95.9882481334343,86.2090915912604,55.9708982005299,91.3888545604583,77.1477082078782,67.5152727847057,43.742224663122,42.3945161255561,52.6791259505929,76.4717891780125,89.8548926880331,108.840303032385,81.6924968968216,60.925520136235,60.7395703703674,63.6498175608967,96.5199448042158,68.3844949904594,69.4757143580559,97.4587051819738,77.7511433117797,86.173737377734,60.5058248573264,80.4953569362507,86.4624023801366,48.1769046118328,67.4745479791899,69.5982354974501,90.1819634988751,95.9527067078697,69.9043332859195,64.0844020371568,97.8545926776664,92.8782770002082,92.3243932926853,46.3526682234485,47.2957265456384,81.7981071066677,62.2657357698039,65.582012171858,33.2410702646801,89.7627608007868,50.3463175146859,50.172003957999,96.9174549957739,54.359966833272,49.578951228176,92.2046148741739,48.3441708664819,59.1256753640883,69.4998947624014,73.6364401919106,90.540320944009,28.4601741569097,45.2603109859716,84.7950046562494,36.0541233175302,69.6639062232079,59.4993608601247,39.5971532582809,74.1586347298651,83.745627401064,49.4035990063529,81.1701962330185,86.2513871148069,39.3909484194015,85.0492365682647,65.7206878416959,40.0777319245829,76.302295319987,39.8508385160359,70.7778437982647,58.4309872607092,39.9538683787781,90.6487092368439,85.8827948245765,82.7529011776723,75.3656422164896,78.0883754872653,83.7659568870629,92.8664438941701,83.2713001429347
