data_source,family_id,individual_id,latitude1,longitude1,city1,country1,latitude2,longitude2,city2,country2
Kopelman2020_240_otherJ,0,pop_922_1332,32.8925,13.18,Tripoli,Libya,NA,NA,NA,NA
Kopelman2020_240_otherJ,0,pop_922_1438,32.8925,13.18,Tripoli,Libya,NA,NA,NA,NA
Kopelman2020_240_otherJ,0,pop_922_1449,32.8925,13.18,Tripoli,Libya,NA,NA,NA,NA
Kopelman2020_240_otherJ,0,pop_922_1450,32.8925,13.18,Tripoli,Libya,NA,NA,NA,NA
Kopelman2020_240_otherJ,0,pop_922_1468,32.8925,13.18,Tripoli,Libya,NA,NA,NA,NA
Kopelman2020_240_otherJ,0,pop_922_1521,32.8925,13.18,Tripoli,Libya,NA,NA,NA,NA
Kopelman2020_240_otherJ,0,pop_922_1523,32.8925,13.18,Tripoli,Libya,NA,NA,NA,NA
Kopelman2020_240_otherJ,0,pop_922_1579,32.8925,13.18,Tripoli,Libya,NA,NA,NA,NA
Kopelman2020_240_otherJ,0,pop_922_1595,32.8925,13.18,Tripoli,Libya,NA,NA,NA,NA
Kopelman2020_240_otherJ,0,pop_922_1639,32.8925,13.18,Tripoli,Libya,NA,NA,NA,NA
Kopelman2020_240_otherJ,0,pop_922_1659,32.8925,13.18,Tripoli,Libya,NA,NA,NA,NA
Kopelman_2020_147_AJ,0,pop_930_1135,50.4334,30.5166,Kiev,Ukraine,NA,NA,NA,NA
Kopelman_2020_147_AJ,0,pop_930_1516,50.4334,30.5166,Kiev,Ukraine,NA,NA,NA,NA
