Dataset,family_id,individual_id,lat1_obs,long1_obs,city1_obs,country1_obs,lat2_obs,long2_obs,city2_obs,country2_obs,#,Northeast Asian,Mediterranean,Southern African,Southwest Asian,Native American,Oceanian,Southeast Asia,Northern European,Subsaharan African,ClosestPop_prd,Lat_pred,Long_pred
Kopelman_2020_148_AJ,0,pop_11927_4741,55.7522,37.6155,Moscow,Russia,,,,,327,"0,031082","0,503831","0,001335","0,233596","0,001735","0,011326","0,01155","0,182414","0,02313",Romania_2,"43,0127","31,4767"
Kopelman_2020_148_AJ,0,pop_11927_4786,55.7522,37.6155,Moscow,Russia,,,,,328,"0,022789","0,53916","0,00201","0,228944","0,01342","0,003296","0,021822","0,140214","0,028345",Turk_2,"37,914","37,8643"
Kopelman2020_239otherJ,0,pop_11929_179,40.4,-3.6834,Madrid,Spain,,,,,329,1E-05,"0,528862","0,008662","0,206695","0,020988","0,012367","0,015186","0,169769","0,037461",Romania_2,"39,5447","31,976"
Kopelman2020_239otherJ,0,pop_11929_206,40.4,-3.6834,Madrid,Spain,,,,,330,"0,013577","0,559597","0,008456","0,239317",1E-05,"0,002571","0,013271","0,124448","0,038754",Palestinian_2,"35,8815","38,6453"
Kopelman2020_239otherJ,0,pop_11933_28021,41.3117,69.2949,Tashkent,Uzbekistan,,,,,357,"0,028709","0,489682","0,00691","0,3396","0,014048","0,001435","0,032736","0,07635","0,010532",Armenians_1,"40,2012","43,8961"
Kopelman2020_239otherJ,0,pop_11933_28023,41.3117,69.2949,Tashkent,Uzbekistan,,,,,358,"0,030681","0,508524","0,007096","0,326148","0,026398",1E-05,"0,026722","0,06483","0,009589",Armenians_1,"39,9958","44,2845"
Kopelman2020_239otherJ,0,pop_11933_28024,41.3117,69.2949,Tashkent,Uzbekistan,,,,,359,"0,053066","0,461186","0,007101","0,322512","0,017022",1E-05,"0,044296","0,088398","0,006408",Turk_2,"40,1007","38,4998"
Kopelman2020_239otherJ,0,pop_11933_28027,41.3117,69.2949,Tashkent,Uzbekistan,,,,,360,"0,038973","0,516177",1E-05,"0,319464","0,01198",1E-05,"0,028695","0,062633","0,022058",Armenians_1,"39,8824","44,2065"
Kopelman2020_239otherJ,0,pop_11933_28029,41.3117,69.2949,Tashkent,Uzbekistan,,,,,361,"0,027956","0,517574",1E-05,"0,330615","0,011419","0,005114","0,031889","0,06538","0,010042",Armenians_1,"40,0148","44,784"
Kopelman2020_239otherJ,0,pop_11933_28030,41.3117,69.2949,Tashkent,Uzbekistan,,,,,362,"0,03112","0,49568","0,003901","0,324203","0,011408",1E-05,"0,047479","0,080512","0,005687",Armenians_1,"40,124","42,8719"
Kopelman2020_239otherJ,0,pop_11933_28031,41.3117,69.2949,Tashkent,Uzbekistan,,,,,363,"0,030093","0,506714","0,003452","0,326751","0,014305","0,007673","0,023674","0,082895","0,004444",Armenians_1,"40,076","44,5975"
Kopelman2020_239otherJ,0,pop_11933_28036,41.3117,69.2949,Tashkent,Uzbekistan,,,,,364,"0,036558","0,4779","0,004137","0,341542","0,011386",1E-05,"0,040385","0,085622","0,00246",Armenians_1,"40,8029","43,0434"
Kopelman2020_239otherJ,0,pop_11933_28037,41.3117,69.2949,Tashkent,Uzbekistan,,,,,365,"0,017998","0,516711","0,007234","0,319447","0,025881","0,008971","0,031823","0,068821","0,003115",Armenians_1,"39,9836","44,5564"
Kopelman_2020_148_AJ,0,pop_11934_156,47.5,19.0833,Budapest,Hungary,,,,,366,"0,023853","0,452476",1E-05,"0,248316","0,017616","0,012045","0,01929","0,214818","0,011575",Romania_2,"43,4257","26,0367"
Kopelman_2020_148_AJ,0,pop_11934_1105,47.5,19.0833,Budapest,Hungary,,,,,367,"0,013615","0,527884","0,007161","0,233665","0,009873","0,013023","0,028354","0,15403","0,012395",Turk_2,"39,6622","37,6659"
Kopelman_2020_148_AJ,0,pop_11934_1388,47.5,19.0833,Budapest,Hungary,,,,,368,"0,013666","0,525073",1E-05,"0,243862","0,014505","0,016639","0,026073","0,137333","0,02284",Turk_2,"38,6523","39,1615"
Kopelman_2020_148_AJ,0,pop_11934_1562,47.5,19.0833,Budapest,Hungary,,,,,369,"0,02055","0,549601","0,006144","0,233752","0,008334","0,002583",1E-05,"0,143847","0,035179",Palestinian_2,"37,6039","38,1527"
Kopelman_2020_148_AJ,0,pop_11934_1667,47.5,19.0833,Budapest,Hungary,,,,,370,"0,022457","0,526911","0,002068","0,242602","0,009573","0,007229","0,025873","0,143972","0,019315",Turk_2,"39,3635","39,3829"
Kopelman_2020_148_AJ,0,pop_11934_1820,47.5,19.0833,Budapest,Hungary,,,,,371,"0,033096","0,356946",1E-05,"0,234226","0,024857",1E-05,"0,024248","0,326596",1E-05,Ukranians_1,"50,2535","30,2737"
Kopelman_2020_148_AJ,0,pop_11934_4782,47.5,19.0833,Budapest,Hungary,,,,,372,"0,023917","0,497106","0,000715","0,250945","0,007627","0,008305","0,028185","0,164634","0,018566",Turk_2,"41,5899","37,9476"
Kopelman_2020_148_AJ,0,pop_11934_5483,47.5,19.0833,Budapest,Hungary,,,,,373,"0,021029","0,511974","0,003892","0,228962","0,003147","0,00631","0,027907","0,16947","0,02731",Turk_2,"41,2021","35,8941"
Kopelman_2020_148_AJ,0,pop_11934_5666,47.5,19.0833,Budapest,Hungary,,,,,374,"0,013545","0,511686","0,00068","0,236617","0,01675","0,001372","0,02456","0,169431","0,025359",Turk_2,"41,2241","36,2607"
Kopelman_2020_148_AJ,0,pop_11934_5712,47.5,19.0833,Budapest,Hungary,,,,,375,"0,023399","0,51341","0,00709","0,230169","0,014824","0,012735","0,02466","0,156224","0,017488",Turk_2,"40,7044","37,3328"
Kopelman_2020_148_AJ,0,pop_11934_5795,47.5,19.0833,Budapest,Hungary,,,,,377,"0,022286","0,529248","0,003238","0,238023","0,018843","0,000247","0,016418","0,143371","0,028326",Turk_2,"38,525","38,8384"
Kopelman_2020_148_AJ,0,pop_11934_6125,47.5,19.0833,Budapest,Hungary,,,,,378,"0,036869","0,504992","0,003066","0,254146","0,007094","0,001791","0,011318","0,159931","0,020794",Turk_2,"41,2244","38,6846"
Kopelman_2020_148_AJ,0,pop_11934_6191,47.5,19.0833,Budapest,Hungary,,,,,379,"0,017341","0,532658",1E-05,"0,234905","0,012761","0,012464","0,021888","0,140966","0,027007",Turk_2,"38,2345","37,9878"
Kopelman_2020_148_AJ,0,pop_11934_6254,47.5,19.0833,Budapest,Hungary,,,,,380,"0,02675","0,492435","0,003882","0,255608","0,018861",1E-05,"0,01644","0,159455","0,026558",Turk_2,"41,4469","38,6801"
Kopelman_2020_148_AJ,0,pop_11934_6261,47.5,19.0833,Budapest,Hungary,,,,,381,"0,028681","0,512634","0,001908","0,223366","0,011557","0,009844","0,029545","0,159722","0,022742",Turk_2,"40,8553","36,7659"
Kopelman_2020_148_AJ,0,pop_11934_6298,47.5,19.0833,Budapest,Hungary,,,,,382,"0,022835","0,518809","0,002742","0,244223","0,00073","0,01479","0,020533","0,15522","0,020119",Turk_2,"40,4591","38,2332"
Kopelman_2020_148_AJ,0,pop_11934_6388,47.5,19.0833,Budapest,Hungary,,,,,383,"0,017683","0,513823","0,007279","0,241324","0,007945","0,013205","0,010049","0,161285","0,027408",Turk_2,"40,7669","37,4605"
Kopelman_2020_148_AJ,0,pop_11934_6392,47.5,19.0833,Budapest,Hungary,,,,,384,"0,026513","0,510397","0,011519","0,226252","0,025042","0,011819","0,012794","0,163376","0,012288",Turk_2,"41,1487","36,4008"
Kopelman_2020_148_AJ,0,pop_11934_6399,47.5,19.0833,Budapest,Hungary,,,,,385,"0,006879","0,527945","0,007641","0,237446","0,01959","0,014104","0,012567","0,147976","0,025851",Turk_2,"38,5995","37,6937"
Kopelman_2020_148_AJ,0,pop_11934_6454,47.5,19.0833,Budapest,Hungary,,,,,386,"0,026803","0,513573",1E-05,"0,226555","0,014218","0,010911","0,02594","0,164009","0,017981",Turk_2,"41,0338","36,4677"
Behar_2010_21_AJ,ashkenazy1e,ashkenazy1e,53.9,27.5666,Minsk,Belarus,,,,,399,"0,026556","0,498972",1E-05,"0,250161","0,001008","0,009168","0,018255","0,176138","0,019732",Turk_2,"42,0222","36,5687"
Behar_2010_21_AJ,ashkenazy1w,ashkenazy1w,48.2,16.3666,Vienna,Austria,,,,,400,"0,021272","0,54661",1E-05,"0,255685","0,001463","0,009923","0,025818","0,100782","0,038436",Palestinian_2,"35,1917","37,9145"
Behar_2010_21_AJ,ashkenazy2e,ashkenazy2e,53.9,27.5666,Minsk,Belarus,,,,,401,"0,028355","0,449289","0,00407","0,254928","0,018775","0,006397","0,032864","0,19676","0,008561",Romania_2,"43,509","29,6261"
Behar_2010_21_AJ,ashkenazy2w,ashkenazy2w,48.2,16.3666,Vienna,Austria,,,,,402,"0,004225","0,508896","0,001215","0,251814","0,0229","0,010039","0,02857","0,145063","0,027279",Turk_2,"40,2938","38,7947"
Behar_2010_21_AJ,ashkenazy3e,ashkenazy3e,56.95,24.1,Riga,Latvia,,,,,403,"0,02036","0,51722","0,003409","0,24791","0,009827","0,025561","0,018759","0,136553","0,020402",Turk_2,"39,3607","40,0675"
Behar_2010_21_AJ,ashkenazy3w,ashkenazy3w,48.2,16.3666,Vienna,Austria,,,,,404,"0,026695","0,531343","0,004611","0,23266",1E-05,"0,01197","0,022414","0,150004","0,020293",Turk_2,"39,3132","37,9721"
Behar_2010_21_AJ,ashkenazy4e,ashkenazy4e,54.6834,25.3166,Vilnius,Lithuania,,,,,405,"0,034791","0,511605","0,001926","0,230607","0,010403","0,013338","0,005489","0,166712","0,025129",Turk_2,"41,1254","36,4941"
Behar_2010_21_AJ,ashkenazy4w,ashkenazy4w,48.8667,2.3333,Paris,France,,,,,406,"0,023122","0,537854","0,000936","0,242896",1E-05,"0,01703","0,018523","0,141667","0,017962",Turk_2,"38,6669","39,5106"
Behar_2010_21_AJ,ashkenazy5e,ashkenazy5e,56.95,24.1,Riga,Latvia,,,,,407,"0,03256","0,512968","0,000706","0,252536","0,009666","0,004347","0,021622","0,151533","0,014063",Turk_2,"40,8313","38,9452"
Behar_2010_21_AJ,ashkenazy6w,ashkenazy6w,52.5218,13.4015,Berlin,Germany,,,,,408,"0,015068","0,54375","0,006755","0,235235","0,005354","0,000809","0,027876","0,141924","0,023229",Turk_2,"38,1036","38,3769"
Behar_2010_21_AJ,ashkenazy7e,ashkenazy7e,52.25,21.0,Warsaw,Poland,,,,,409,"0,024238","0,510809","0,011577","0,240369","0,004269","0,000967","0,020909","0,174472","0,012391",Turk_2,"41,914","36,418"
Behar_2010_21_AJ,ashkenazy7w,ashkenazy7w,52.5218,13.4015,Berlin,Germany,,,,,410,"0,005677","0,549516","0,012618","0,246947","0,016713","0,009019","0,012882","0,130074","0,016555",Armenians_1,"37,5762","40,205"
Behar_2010_21_AJ,ashkenazy8e,ashkenazy8e,52.25,21.0,Warsaw,Poland,,,,,411,"0,030828","0,504615","0,005726","0,237426","0,023241","0,001305","0,022409","0,148598","0,025853",Turk_2,"40,5028","37,988"
Behar_2010_21_AJ,ashkenazy8w,ashkenazy8w,52.35,4.9166,Amsterdam,Netherlands,,,,,412,"0,003069","0,519254","0,012926","0,244002","0,005149","0,015257","0,021841","0,159832","0,018671",Turk_2,"40,6573","37,9161"
Behar_2010_21_AJ,ashkenazy9e,ashkenazy9e,52.25,21.0,Warsaw,Poland,,,,,413,"0,019102","0,517956","0,005076","0,240829","0,013652","0,012852","0,016539","0,157223","0,016771",Turk_2,"40,6062","37,8783"
Behar_2010_21_AJ,ashkenazy9w,ashkenazy9w,52.35,4.9166,Amsterdam,Netherlands,,,,,414,"0,002438","0,45254",1E-05,"0,224455","0,023603","0,012067","0,023312","0,248182","0,013393",Bulgarians_2,"43,2802","24,5752"
Behar_2010_21_AJ,ashkenazy10e,ashkenazy10e,55.7522,37.6155,Moscow,Russia,,,,,415,"0,0314","0,511174","0,005544","0,235391","0,011482","0,006443","0,025884","0,161514","0,011167",Turk_2,"41,4441","37,6884"
Behar_2010_21_AJ,ashkenazy10w,ashkenazy10w,52.35,4.9166,Amsterdam,Netherlands,,,,,416,"0,024166","0,4412",1E-05,"0,240591","0,009177","0,009031","0,018644","0,249228","0,007953",Romania_2,"43,8733","25,4609"
Gladstein2019_343AJ,Austria-Germany_GRC10046889,Austria-Germany_GRC10046889,48.2,16.3666,Vienna,Austria,52.5218,13.4015,Berlin,Germany,417,"0,019274","0,5187","0,009571","0,242235","0,018499",1E-05,"0,021588","0,147646","0,022477",Turk_2,"40,206","38,5068"
Gladstein2019_343AJ,Austria-Hungary_GRC001864,Austria-Hungary_GRC001864,48.2,16.3666,Vienna,Austria,47.5,19.0833,Budapest,Hungary,418,"0,013312","0,540904","0,006086","0,247441","0,002832","0,007938","0,024709","0,137871","0,018909",Turk_2,"38,5172","39,9008"
Gladstein2019_343AJ,Austria-Lithuania_GRC022172,Austria-Lithuania_GRC022172,48.2,16.3666,Vienna,Austria,54.6834,25.3166,Vilnius,Lithuania,419,"0,027793","0,520423","0,010844","0,236481","0,006607","0,004975","0,021362","0,149544","0,02197",Turk_2,"40,2371","38,2391"
Gladstein2019_343AJ,Austria-Russia_GRC10035469,Austria-Russia_GRC10035469,48.2,16.3666,Vienna,Austria,55.7522,37.6155,Moscow,Russia,420,"0,014161","0,526238","0,004126","0,239765","0,013859","0,006274","0,022092","0,156222","0,017264",Turk_2,"40,3223","38,1548"
Behar_2010_100_otherJ,AzerbJew204,AzerbJew204,40.3953,49.8622,Baku,Azerbaijan,,,,,421,"0,013904","0,559042","0,007344","0,310098","0,022173","0,000368","0,020213","0,05993","0,006927",Armenians_2,"40,0678","44,8425"
Behar_2010_100_otherJ,AzerbJew210,AzerbJew210,40.3953,49.8622,Baku,Azerbaijan,,,,,422,"0,025237","0,540691","0,003708","0,305142","0,004741","0,000239","0,030225","0,077741","0,012276",Armenians_1,"40,0219","44,833"
Behar_2010_100_otherJ,AzerbJew213,AzerbJew213,40.3953,49.8622,Baku,Azerbaijan,,,,,423,"0,030647","0,535779","0,010123","0,318111","0,008754",1E-05,"0,014133","0,070278","0,012163",Armenians_2,"40,0522","44,964"
Behar_2010_100_otherJ,AzerbJew218,AzerbJew218,40.3953,49.8622,Baku,Azerbaijan,,,,,424,"0,013545","0,530425","0,009948","0,315714","0,019151",1E-05,"0,021579","0,080224","0,009405",Armenians_1,"40,0468","44,9131"
Gladstein2019_343AJ,Belarus-Austria_GRC10038878,Belarus-Austria_GRC10038878,53.9,27.5666,Minsk,Belarus,48.2,16.3666,Vienna,Austria,425,"0,025184","0,518664","0,004946","0,248713","0,005763","0,003888","0,027321","0,145549","0,019971",Turk_2,"40,1203","38,7795"
Gladstein2019_343AJ,Belarus-Lithuania_GRC10035203,Belarus-Lithuania_GRC10035203,53.9,27.5666,Minsk,Belarus,54.6834,25.3166,Vilnius,Lithuania,426,"0,019178","0,497642","0,010227","0,253937","0,011482","0,00285","0,017264","0,173692","0,013728",Turk_2,"41,9758","37,0186"
Gladstein2019_343AJ,Belarus-Lithuania_GRC10035906,Belarus-Lithuania_GRC10035906,53.9,27.5666,Minsk,Belarus,54.6834,25.3166,Vilnius,Lithuania,427,"0,025633","0,513333","0,01422","0,242584","0,004263","0,004827","0,019441","0,155626","0,020072",Turk_2,"40,5897","38,0149"
Gladstein2019_343AJ,Belarus-Lithuania_GRC10038865,Belarus-Lithuania_GRC10038865,53.9,27.5666,Minsk,Belarus,54.6834,25.3166,Vilnius,Lithuania,428,"0,015831","0,506968","0,007046","0,247477","0,010814","0,01078","0,011786","0,172785","0,016513",Turk_2,"41,8877","36,8446"
Gladstein2019_343AJ,Belarus-Lithuania_GRC10039085,Belarus-Lithuania_GRC10039085,53.9,27.5666,Minsk,Belarus,54.6834,25.3166,Vilnius,Lithuania,429,"0,031841","0,496487","0,00446","0,240541","0,000739","0,012217","0,021827","0,175473","0,016417",Turk_2,"42,0968","35,9242"
Gladstein2019_343AJ,Belarus-Lithuania_GRC10042586,Belarus-Lithuania_GRC10042586,53.9,27.5666,Minsk,Belarus,54.6834,25.3166,Vilnius,Lithuania,430,"0,017729","0,483018","0,002867","0,258326","0,016213","0,010945","0,019256","0,176087","0,015559",Turk_2,"42,3716","36,876"
Gladstein2019_343AJ,Belarus-Lithuania_GRC11060892,Belarus-Lithuania_GRC11060892,53.9,27.5666,Minsk,Belarus,54.6834,25.3166,Vilnius,Lithuania,431,"0,025945","0,50293",1E-05,"0,235386","0,006275","0,019997","0,012791","0,170773","0,025894",Turk_2,"41,9344","36,3722"
Gladstein2019_343AJ,Belarus-Lithuania_GRC11075162,Belarus-Lithuania_GRC11075162,53.9,27.5666,Minsk,Belarus,54.6834,25.3166,Vilnius,Lithuania,432,"0,035772","0,509773","0,007549","0,238137","0,009044","0,010281","0,003109","0,170784","0,015551",Turk_2,"41,8002","36,9622"
Gladstein2019_343AJ,Belarus-Poland_GRC000494,Belarus-Poland_GRC000494,53.9,27.5666,Minsk,Belarus,52.25,21.0,Warsaw,Poland,433,"0,032067","0,529887","0,005992","0,239096","0,006529",1E-05,"0,017127","0,136567","0,032726",Turk_2,"38,2259","39,4224"
Gladstein2019_343AJ,Belarus-Poland_GRC010927,Belarus-Poland_GRC010927,53.9,27.5666,Minsk,Belarus,52.25,21.0,Warsaw,Poland,434,"0,02495","0,539028",1E-05,"0,23698","0,017549","0,005323","0,01254","0,140561","0,023059",Turk_2,"38,3751","39,1591"
Gladstein2019_343AJ,Belarus-Poland_GRC013187,Belarus-Poland_GRC013187,53.9,27.5666,Minsk,Belarus,52.25,21.0,Warsaw,Poland,435,"0,038961","0,513745","0,000196","0,239405","0,008083","0,010476","0,012287","0,155538","0,021308",Turk_2,"40,5898","37,9292"
Gladstein2019_343AJ,Belarus-Poland_GRC10033082,Belarus-Poland_GRC10033082,53.9,27.5666,Minsk,Belarus,52.25,21.0,Warsaw,Poland,436,"0,010392","0,519402","0,014746","0,237858","0,008999","0,012566","0,017375","0,166821","0,011841",Turk_2,"41,0217","36,909"
Gladstein2019_343AJ,Belarus-Poland_GRC10034129,Belarus-Poland_GRC10034129,53.9,27.5666,Minsk,Belarus,52.25,21.0,Warsaw,Poland,437,"0,028784","0,510656","0,001024","0,244796","0,008091","0,007668","0,028044","0,153902","0,017035",Turk_2,"40,5555","38,1003"
Gladstein2019_343AJ,Belarus-Poland_GRC10035687,Belarus-Poland_GRC10035687,53.9,27.5666,Minsk,Belarus,52.25,21.0,Warsaw,Poland,438,"0,014778","0,498781","0,005078","0,235583","0,017418","0,010016","0,030002","0,164679","0,023665",Turk_2,"41,8145","36,8503"
Gladstein2019_343AJ,Belarus-Poland_GRC10037134,Belarus-Poland_GRC10037134,53.9,27.5666,Minsk,Belarus,52.25,21.0,Warsaw,Poland,439,"0,025723","0,521208","0,010897","0,225943","0,015853","0,013561","0,004929","0,153731","0,028155",Turk_2,"39,0701","36,6166"
Gladstein2019_343AJ,Belarus-Poland_GRC10039650,Belarus-Poland_GRC10039650,53.9,27.5666,Minsk,Belarus,52.25,21.0,Warsaw,Poland,440,"0,018914","0,524423","0,004192","0,22593","0,015414",1E-05,"0,016207","0,169036","0,025876",Turk_2,"40,3345","35,7815"
Gladstein2019_343AJ,Belarus-Poland_GRC10047375,Belarus-Poland_GRC10047375,53.9,27.5666,Minsk,Belarus,52.25,21.0,Warsaw,Poland,441,"0,029993","0,524822","0,002643","0,241798","0,009367","0,00077","0,019861","0,151341","0,019405",Turk_2,"40,24","38,4766"
Gladstein2019_343AJ,Belarus-Poland_GRC11051137,Belarus-Poland_GRC11051137,53.9,27.5666,Minsk,Belarus,52.25,21.0,Warsaw,Poland,442,"0,013623","0,522633",1E-05,"0,240741","0,010701","0,006343","0,027529","0,157927","0,020492",Turk_2,"40,4985","37,9393"
Gladstein2019_343AJ,Belarus-Poland_GRC11060489,Belarus-Poland_GRC11060489,53.9,27.5666,Minsk,Belarus,52.25,21.0,Warsaw,Poland,443,"0,01359","0,506877","0,010008","0,263658","0,008562",1E-05,"0,031344","0,14643","0,019522",Turk_2,"40,4314","39,9942"
Gladstein2019_343AJ,Belarus-Poland_GRC11061631,Belarus-Poland_GRC11061631,53.9,27.5666,Minsk,Belarus,52.25,21.0,Warsaw,Poland,444,"0,010528","0,524353","0,001847","0,256858","0,005091","0,012735","0,025914","0,142843","0,019832",Turk_2,"39,4641","40,0715"
Gladstein2019_343AJ,Belarus-Poland_GRC11066268,Belarus-Poland_GRC11066268,53.9,27.5666,Minsk,Belarus,52.25,21.0,Warsaw,Poland,445,"0,046867","0,502476","0,015065","0,232059","0,015027",1E-05,"0,014167","0,1624","0,011929",Turk_2,"41,5834","37,5795"
Gladstein2019_343AJ,Belarus-Romania_GRC012514,Belarus-Romania_GRC012514,53.9,27.5666,Minsk,Belarus,44.4334,26.0999,Bucharest,Romania,446,"0,018814","0,523933","0,000837","0,233642","0,01318","0,007644","0,019041","0,16029","0,022618",Turk_2,"40,5751","37,4494"
Gladstein2019_343AJ,Belarus-Romania_GRC018079,Belarus-Romania_GRC018079,53.9,27.5666,Minsk,Belarus,44.4334,26.0999,Bucharest,Romania,447,"0,023221","0,515832",1E-05,"0,245355","0,001722","0,009539","0,020954","0,166064","0,017302",Turk_2,"41,4965","37,9097"
Gladstein2019_343AJ,Belarus-Romania_GRC028465,Belarus-Romania_GRC028465,53.9,27.5666,Minsk,Belarus,44.4334,26.0999,Bucharest,Romania,448,"0,013428","0,539566","0,008537","0,245654","0,017803","0,001355","0,028155","0,124763","0,020739",Turk_2,"38,1086","40,1519"
Gladstein2019_343AJ,Belarus-Romania_GRC10036849,Belarus-Romania_GRC10036849,53.9,27.5666,Minsk,Belarus,44.4334,26.0999,Bucharest,Romania,449,"0,028341","0,531052",1E-05,"0,237932","0,005911",1E-05,"0,014648","0,155121","0,026975",Turk_2,"39,4447","37,8801"
Gladstein2019_343AJ,Belarus-Ukraine_GRC020576,Belarus-Ukraine_GRC020576,53.9,27.5666,Minsk,Belarus,50.4334,30.5166,Kiev,Ukraine,450,"0,031836","0,50207","0,002134","0,223513","0,012291","0,009435","0,02807","0,170399","0,020251",Turk_2,"42,0036","35,7253"
Gladstein2019_343AJ,Belarus-Ukraine_GRC031001,Belarus-Ukraine_GRC031001,53.9,27.5666,Minsk,Belarus,50.4334,30.5166,Kiev,Ukraine,451,"0,01819","0,512413","0,005642","0,242918","0,008887","0,014091","0,018408","0,159342","0,02011",Turk_2,"40,757","37,6591"
Gladstein2019_343AJ,Belarus-Ukraine_GRC10033552,Belarus-Ukraine_GRC10033552,53.9,27.5666,Minsk,Belarus,50.4334,30.5166,Kiev,Ukraine,452,"0,031488","0,53882","0,004617","0,213566","0,000565","0,018643","0,024458","0,155087","0,012757",Turk_2,"38,8234","36,6124"
Gladstein2019_343AJ,Belarus-Ukraine_GRC10038675,Belarus-Ukraine_GRC10038675,53.9,27.5666,Minsk,Belarus,50.4334,30.5166,Kiev,Ukraine,453,"0,023439","0,52276",1E-05,"0,234074","0,010917","0,004349","0,025501","0,164457","0,014494",Turk_2,"40,8356","37,1077"
Gladstein2019_343AJ,Czechia-Germany_GRC11057877,Czechia-Germany_GRC11057877,50.0833,14.4665,Prague,Czechia,52.5218,13.4015,Berlin,Germany,454,"0,020795","0,552105","0,008339","0,229893","0,012634","0,007514","0,009734","0,14307","0,015915",Turk_2,"38,1695","38,4588"
Gladstein2019_343AJ,Czechia-Germany_GRC11060738,Czechia-Germany_GRC11060738,50.0833,14.4665,Prague,Czechia,52.5218,13.4015,Berlin,Germany,455,"0,012648","0,531968","1,7E-05","0,246514","0,015831",1E-05,"0,017786","0,143078","0,032148",Turk_2,"38,4139","39,2447"
Gladstein2019_343AJ,Czechia-Slovakia_GRC11049916,Czechia-Slovakia_GRC11049916,50.0833,14.4665,Prague,Czechia,48.15,17.117,Bratislava,Slovakia,456,"0,027709","0,539893","0,000543","0,243619","0,008785","0,01305","0,003024","0,134562","0,028814",Turk_2,"38,1314","39,943"
Gladstein2019_343AJ,France-Russia_GRC006246,France-Russia_GRC006246,48.8667,2.3333,Paris,France,55.7522,37.6155,Moscow,Russia,470,"0,02566","0,505522","0,009995","0,238514","0,005998","0,010882","0,016502","0,175499","0,01143",Turk_2,"42,0414","35,8767"
Behar_2010_100_otherJ,GeorgJew105,GeorgJew105,41.725,44.7908,Tbilisi,Georgia(country),,,,,477,"0,033898","0,549202",1E-05,"0,315357","0,002568",1E-05,"0,021767","0,065924","0,011263",Armenians_2,"40,0602","44,9723"
Behar_2010_100_otherJ,GeorgJew111,GeorgJew111,41.725,44.7908,Tbilisi,Georgia(country),,,,,478,"0,02468","0,549273","0,008428","0,315435","0,011457","0,001891","0,014797","0,074028",1E-05,Armenians_2,"40,0635","45,0186"
Behar_2010_100_otherJ,GeorgJew125,GeorgJew125,41.725,44.7908,Tbilisi,Georgia(country),,,,,479,"0,026322","0,607877","0,004916","0,225681","0,014119","0,010738","0,011602","0,054968","0,043777",Palestinian_2,"32,2043","35,4"
Behar_2010_100_otherJ,GeorgJew141,GeorgJew141,41.725,44.7908,Tbilisi,Georgia(country),,,,,480,"0,017403","0,538602","0,003747","0,335353","0,008362",1E-05,"0,016811","0,069525","0,010186",Armenians_1,"40,0678","44,99"
Behar_2010_100_otherJ,GeorgJewtat2,GeorgJewtat2,41.725,44.7908,Tbilisi,Georgia(country),,,,,481,"0,036325","0,561183",1E-05,"0,311581",1E-05,1E-05,"0,01875","0,055946","0,016186",Armenians_2,"40,0712","44,7814"
Behar_2010_100_otherJ,GeorgJewtat14,GeorgJewtat14,41.725,44.7908,Tbilisi,Georgia(country),,,,,482,"0,012766","0,548388",1E-05,"0,321227",1E-05,"0,002213","0,034554","0,056299","0,024534",Armenians_2,"39,9087","44,6174"
Behar_2010_100_otherJ,GeorgJewtat16,GeorgJewtat16,41.725,44.7908,Tbilisi,Georgia(country),,,,,483,"0,020924","0,524143","0,005718","0,318456","0,011303","0,003042","0,038286","0,066383","0,011746",Armenians_1,"39,9964","44,7302"
Behar_2010_100_otherJ,GeorgJewtat17,GeorgJewtat17,41.725,44.7908,Tbilisi,Georgia(country),,,,,484,"0,017009","0,548435","0,005732","0,310862","0,006762","0,008126","0,026367","0,065983","0,010725",Armenians_2,"40,0514","44,9608"
Gladstein2019_343AJ,Germany-Belarus_GRC000967,Germany-Belarus_GRC000967,52.5218,13.4015,Berlin,Germany,53.9,27.5666,Minsk,Belarus,485,"0,0168","0,520385","0,006857","0,245748","0,017623","0,005078","0,020589","0,150834","0,016086",Turk_2,"40,3271","38,5794"
Gladstein2019_343AJ,Germany-Belarus_GRC013196,Germany-Belarus_GRC013196,52.5218,13.4015,Berlin,Germany,53.9,27.5666,Minsk,Belarus,486,"0,021397","0,500121","0,008007","0,25216","0,00121","0,013965","0,024906","0,163846","0,014387",Turk_2,"41,5478","38,1106"
Gladstein2019_343AJ,Germany-Czechia_GRC12079921,Germany-Czechia_GRC12079921,52.5218,13.4015,Berlin,Germany,50.0833,14.4665,Prague,Czechia,487,"0,016684","0,544163","0,001299","0,238926","0,002529","0,011315","0,017541","0,143736","0,023807",Turk_2,"38,2405","38,5613"
Gladstein2019_343AJ,Germany-Hungary_GRC002776,Germany-Hungary_GRC002776,52.5218,13.4015,Berlin,Germany,47.5,19.0833,Budapest,Hungary,488,"0,016877","0,544797",1E-05,"0,238291","0,022878",1E-05,"0,014974","0,134927","0,027236",Turk_2,"37,8672","39,2704"
Gladstein2019_343AJ,Germany-Lithuania_GRC10044609,Germany-Lithuania_GRC10044609,52.5218,13.4015,Berlin,Germany,54.6834,25.3166,Vilnius,Lithuania,489,"0,013889","0,564369",1E-05,"0,22396","0,007949","0,017596","0,013278","0,131354","0,027594",Palestinian_2,"35,9687","37,3483"
