Dataset,family_id,individual_id,lat1_obs,long1_obs,city1_obs,country1_obs,lat2_obs,long2_obs,city2_obs,country2_obs,#,Northeast Asian,Mediterranean,Southern African,Southwest Asian,Native American,Oceanian,Southeast Asia,Northern European,Subsaharan African,ClosestPop_prd,Lat_pred,Long_pred
Kopelman2020_239otherJ,0,pop_11915_1284,35.6719,51.4243,Tehran,Iran,,,,,206,"0,029969","0,559061","0,003493","0,314544","0,002744","0,005015","0,014303","0,051273","0,019598",Armenians_2,"40,0849","44,8122"
Kopelman2020_239otherJ,0,pop_11915_1383,35.6719,51.4243,Tehran,Iran,,,,,207,"0,018178","0,565241","0,001987","0,332648","0,002663",1E-05,"0,0329","0,040017","0,006357",Armenians_2,"40,2579","44,5005"
Kopelman2020_239otherJ,0,pop_11915_1404,35.6719,51.4243,Tehran,Iran,,,,,208,"0,016455","0,539525","1,4E-05","0,335116",2E-05,1E-05,"0,028013","0,063528","0,017319",Armenians_2,"40,0565","44,9066"
Kopelman2020_239otherJ,0,pop_11915_1409,35.6719,51.4243,Tehran,Iran,,,,,209,"0,021763","0,550982","0,00482","0,320516","0,004407","0,004136","0,031424","0,058115","0,003836",Armenians_2,"40,0704","44,954"
Kopelman2020_239otherJ,0,pop_11915_1414,35.6719,51.4243,Tehran,Iran,,,,,210,"0,02499","0,539487","0,003888","0,311009",1E-05,"0,013435","0,027189","0,064805","0,015187",Armenians_2,"40,0064","44,8504"
Kopelman2020_239otherJ,0,pop_11915_1419,35.6719,51.4243,Tehran,Iran,,,,,211,"0,042473","0,511938",1E-05,"0,320595",1E-05,"0,006472","0,026806","0,074146","0,017551",Armenians_1,"39,9878","44,1765"
Kopelman2020_239otherJ,0,pop_11915_1485,35.6719,51.4243,Tehran,Iran,,,,,212,"0,013145","0,552216",1E-05,"0,311059","1,6E-05",1E-05,"0,02799","0,064152","0,031402",Armenians_2,"39,7962","44,4172"
Kopelman2020_239otherJ,0,pop_11915_1513,35.6719,51.4243,Tehran,Iran,,,,,213,"0,018969","0,543967","0,006086","0,320088","0,009855","0,010263","0,010382","0,062977","0,017413",Armenians_2,"40,0606","44,9764"
Kopelman2020_239otherJ,0,pop_11915_1557,35.6719,51.4243,Tehran,Iran,,,,,214,"0,011199","0,512232","0,011159","0,331618","0,007649",1E-05,"0,029198","0,096925",1E-05,Armenians_1,"40,1011","44,8337"
Kopelman2020_239otherJ,0,pop_11915_1560,35.6719,51.4243,Tehran,Iran,,,,,215,"0,021738","0,552599","0,00742","0,33105",1E-05,1E-05,"0,023367","0,053923","0,009882",Armenians_2,"40,1113","44,9344"
Kopelman2020_239otherJ,0,pop_11915_1586,35.6719,51.4243,Tehran,Iran,,,,,216,"0,011094","0,563257","0,000689","0,315991","0,014771",1E-05,"0,024863","0,064378","0,004946",Armenians_2,"40,1213","44,9027"
Kopelman2020_239otherJ,0,pop_11915_1832,35.6719,51.4243,Tehran,Iran,,,,,217,"0,011616","0,562982","0,00637","0,304442","0,009248",1E-05,"0,030827","0,06492","0,009587",Armenians_2,"39,9994","44,7117"
Kopelman2020_239otherJ,0,pop_11915_1840,35.6719,51.4243,Tehran,Iran,,,,,218,"0,003666","0,561743","0,00319","0,308813","0,010457","0,008831","0,028014","0,054844","0,020443",Armenians_2,"39,8378","44,3406"
Kopelman2020_239otherJ,0,pop_11916_52,33.3386,44.3939,Baghdad,Iraq,,,,,219,"0,011029","0,593293","0,00609","0,302194",1E-05,"0,004062","0,02023","0,046502","0,016588",Georgians_1,"39,4557","42,9014"
Kopelman2020_239otherJ,0,pop_11916_175,33.3386,44.3939,Baghdad,Iraq,,,,,220,"0,001311","0,569914",1E-05,"0,290423","0,004861","0,015381","0,017367","0,073927","0,026806",Armenians_2,"38,8718","42,9538"
Kopelman2020_239otherJ,0,pop_11916_182,33.3386,44.3939,Baghdad,Iraq,,,,,221,"0,006399","0,591512","0,004586","0,291927","0,013538",1E-05,"0,017744","0,053207","0,021076",Georgians_1,"39,0848","42,4834"
Kopelman2020_239otherJ,0,pop_11916_184,33.3386,44.3939,Baghdad,Iraq,,,,,222,"0,006263","0,581511",1E-05,"0,31154","0,014653",1E-05,"0,022848","0,0441","0,019064",Georgians_1,"39,8343","43,6266"
Kopelman2020_239otherJ,0,pop_11916_203,33.3386,44.3939,Baghdad,Iraq,,,,,223,"0,001712","0,568552","0,004759","0,311392","0,009071",1E-05,"0,023338","0,062058","0,019108",Armenians_2,"40,0334","44,498"
Kopelman2020_239otherJ,0,pop_11916_207,33.3386,44.3939,Baghdad,Iraq,,,,,224,"0,003338","0,58914","0,007796","0,305082","0,001267","0,002492","0,035352","0,048535","0,006997",Georgians_1,"39,4532","43,1521"
Kopelman2020_239otherJ,0,pop_11916_208,33.3386,44.3939,Baghdad,Iraq,,,,,225,"0,020353","0,560155","0,001455","0,308691","0,007882","0,005366","0,012011","0,067326","0,016762",Armenians_2,"40,0751","44,954"
Kopelman2020_239otherJ,0,pop_11916_222,33.3386,44.3939,Baghdad,Iraq,,,,,226,"0,010145","0,557178","0,00319","0,326282","0,011948","0,008928","0,013796","0,054395","0,014138",Armenians_2,"40,1621","44,8819"
Kopelman2020_239otherJ,0,pop_11916_225,33.3386,44.3939,Baghdad,Iraq,,,,,227,"0,004505","0,601065","0,011032","0,303807","0,011336","0,014084","0,01168","0,03384","0,008651",Georgians_1,"39,4132","42,4576"
Kopelman2020_239otherJ,0,pop_11916_1141,33.3386,44.3939,Baghdad,Iraq,,,,,228,"0,017377","0,568385","0,003159","0,308844","0,007574","0,013331",1E-05,"0,070272","0,011047",Armenians_2,"40,261","44,7786"
Kopelman2020_239otherJ,0,pop_11916_1165,33.3386,44.3939,Baghdad,Iraq,,,,,229,"0,00895","0,56763","0,000325","0,23512","0,005425","0,007089","0,020333","0,124288","0,03084",Palestinian_2,"35,8826","37,9457"
Kopelman2020_239otherJ,0,pop_11916_1175,33.3386,44.3939,Baghdad,Iraq,,,,,230,"0,023079","0,562506","0,012951","0,303516",1E-05,"0,012996","0,013618","0,069538","0,001785",Armenians_2,"40,0901","44,9083"
Kopelman2020_239otherJ,0,pop_11916_1384,33.3386,44.3939,Baghdad,Iraq,,,,,231,"0,008201","0,583197","1,8E-05","0,316011",1E-05,"0,009429","0,022225","0,039053","0,021856",Georgians_1,"39,9474","43,5685"
Kopelman2020_239otherJ,0,pop_11916_1402,33.3386,44.3939,Baghdad,Iraq,,,,,232,"0,024993","0,550808","0,003171","0,321076","0,005322","0,003383","0,00897","0,06817","0,014106",Armenians_2,"40,0641","45,0212"
Kopelman2020_239otherJ,0,pop_11916_1417,33.3386,44.3939,Baghdad,Iraq,,,,,233,"0,018698","0,586838","0,001372","0,295641","0,001115","0,012198","0,012505","0,059231","0,012403",Georgians_1,"39,9169","43,687"
Kopelman2020_239otherJ,0,pop_11916_1434,33.3386,44.3939,Baghdad,Iraq,,,,,235,"0,002215","0,572213","0,001255","0,312708","0,014125","0,005309","0,027061","0,040021","0,025092",Armenians_2,"39,3842","43,3432"
Kopelman2020_239otherJ,0,pop_11916_1441,33.3386,44.3939,Baghdad,Iraq,,,,,236,"0,018956","0,570643",1E-05,"0,305827",1E-05,"0,010272","0,016112","0,053523","0,024647",Armenians_2,"39,9472","44,2328"
Kopelman2020_239otherJ,0,pop_11916_1484,33.3386,44.3939,Baghdad,Iraq,,,,,238,"0,01019","0,559095","0,003807","0,304711",1E-05,1E-05,"0,024689","0,073436","0,024051",Armenians_2,"39,9055","44,5816"
Kopelman2020_239otherJ,0,pop_11916_1554,33.3386,44.3939,Baghdad,Iraq,,,,,239,"0,009774","0,586472",1E-05,"0,312187","0,009347","0,007808","0,0111","0,03741","0,025891",Georgians_1,"39,5984","43,0813"
Kopelman2020_239otherJ,0,pop_11916_1652,33.3386,44.3939,Baghdad,Iraq,,,,,240,"0,019168","0,569588","0,005211","0,325505","0,003378","0,003586","0,015527","0,042819","0,015218",Armenians_2,"40,5282","44,5639"
Kopelman2020_239otherJ,0,pop_11916_1757,33.3386,44.3939,Baghdad,Iraq,,,,,241,"0,010373","0,556024","0,004599","0,299641","0,021285","0,007446","0,019142","0,063405","0,018084",Armenians_2,"39,8313","44,4588"
Kopelman2020_239otherJ,0,pop_11916_1759,33.3386,44.3939,Baghdad,Iraq,,,,,242,"0,011768","0,561822","0,010679","0,31826","0,009609","0,004957","0,020002","0,05977","0,003134",Armenians_2,"40,1134","44,9638"
Kopelman2020_239otherJ,0,pop_11916_1874,33.3386,44.3939,Baghdad,Iraq,,,,,243,"0,005953","0,596955","0,00749","0,310509","0,00197",1E-05,"0,030911","0,036599","0,009602",Georgians_1,"39,3004","42,5948"
Kopelman_2020_148_AJ,0,pop_11921_1124,56.95,24.1,Riga,Latvia,,,,,244,"0,024514","0,519757","0,005774","0,220374","0,007168","0,00808","0,018098","0,17151","0,024726",Turk_2,"41,1826","35,5226"
Kopelman_2020_148_AJ,0,pop_11921_1285,56.95,24.1,Riga,Latvia,,,,,245,"0,030518","0,510307",1E-05,"0,248132","0,010327","0,007201","0,01713","0,14759","0,028784",Turk_2,"40,2733","38,447"
Kopelman_2020_148_AJ,0,pop_11921_4755,56.95,24.1,Riga,Latvia,,,,,246,"0,031583","0,517262","0,006393","0,228901","0,026437",1E-05,"0,014274","0,149194","0,025947",Turk_2,"39,7268","37,4216"
Kopelman_2020_148_AJ,0,pop_11921_6256,56.95,24.1,Riga,Latvia,,,,,247,"0,014979","0,618223","0,015676","0,26813","0,003074","0,004325","0,022128","0,006907","0,046557",Bedouin_2,"31,8178","35,3142"
Kopelman_2020_148_AJ,0,pop_11921_6373,56.95,24.1,Riga,Latvia,,,,,248,"0,025154","0,52691",1E-05,"0,239098","0,011755","0,000857","0,01626","0,159159","0,020798",Turk_2,"40,4785","37,9611"
Kopelman_2020_148_AJ,0,pop_11923_4777,54.6834,25.3166,Vilnius,Lithuania,,,,,249,"0,023058","0,5112",1E-05,"0,234655","0,017409","0,007643","0,016754","0,168468","0,020803",Turk_2,"41,7678","36,813"
Kopelman_2020_148_AJ,0,pop_11923_4778,54.6834,25.3166,Vilnius,Lithuania,,,,,250,"0,000319","0,512715","0,003569","0,247314","0,021458","0,025406","0,02443","0,144854","0,019935",Turk_2,"40,3","38,826"
Kopelman_2020_148_AJ,0,pop_11923_5496,54.6834,25.3166,Vilnius,Lithuania,,,,,251,"0,024664","0,509517",1E-05,"0,256771","0,013712","0,007088","0,028289","0,147984","0,011964",Turk_2,"40,7461","39,1085"
Kopelman_2020_148_AJ,0,pop_11923_5677,54.6834,25.3166,Vilnius,Lithuania,,,,,252,"0,028424","0,494536","0,006129","0,251223","0,003762","0,014909","0,02327","0,163835","0,013912",Turk_2,"41,5776","38,0748"
Kopelman_2020_148_AJ,0,pop_11923_5766,54.6834,25.3166,Vilnius,Lithuania,,,,,253,"0,007942","0,542481","0,009633","0,245798","0,016394","0,008711","0,021498","0,140029","0,007515",Turk_2,"38,7947","40,0996"
Kopelman_2020_148_AJ,0,pop_11923_5844,54.6834,25.3166,Vilnius,Lithuania,,,,,254,"0,026083","0,523073",1E-05,"0,226737","0,010306","0,002436","0,034019","0,160525","0,016812",Turk_2,"40,6965","37,1501"
Kopelman_2020_148_AJ,0,pop_11923_5857,54.6834,25.3166,Vilnius,Lithuania,,,,,255,"0,036394","0,526849",1E-05,"0,234064","0,022914","0,008162","0,018672","0,133463","0,019471",Turk_2,"38,6451","39,349"
Kopelman_2020_148_AJ,0,pop_11923_5979,54.6834,25.3166,Vilnius,Lithuania,,,,,256,"0,022138","0,515231","0,003023","0,250825","0,009618","0,000699","0,027404","0,151449","0,019613",Turk_2,"40,375","38,5842"
Kopelman_2020_148_AJ,0,pop_11923_5996,54.6834,25.3166,Vilnius,Lithuania,,,,,257,"0,034821","0,512294","0,001991","0,242448","0,005273","0,000374","0,019578","0,161853","0,021368",Turk_2,"41,3482","38,1237"
Kopelman_2020_148_AJ,0,pop_11923_6044,54.6834,25.3166,Vilnius,Lithuania,,,,,258,"0,019483","0,504923","0,003668","0,248176","0,012869","0,005037","0,022379","0,161503","0,02196",Turk_2,"41,4485","38,1477"
Kopelman_2020_148_AJ,0,pop_11923_6084,54.6834,25.3166,Vilnius,Lithuania,,,,,259,"0,010125","0,506216","0,003481","0,245965","0,012363","0,018109","0,016937","0,161757","0,025046",Turk_2,"41,5674","37,9756"
Kopelman_2020_148_AJ,0,pop_11923_6111,54.6834,25.3166,Vilnius,Lithuania,,,,,260,"0,02806","0,483696","1,6E-05","0,23948","0,009079",1E-05,"0,024997","0,197017","0,017645",Romania_2,"43,1151","30,0029"
Kopelman_2020_148_AJ,0,pop_11923_6130,54.6834,25.3166,Vilnius,Lithuania,,,,,261,"0,02672","0,516478","0,008817","0,241414","0,014942","0,006706","0,01062","0,161789","0,012513",Turk_2,"40,8429","37,5749"
Kopelman_2020_148_AJ,0,pop_11923_6150,54.6834,25.3166,Vilnius,Lithuania,,,,,262,"0,019934","0,50905","0,001728","0,223219","0,013447","0,009788","0,019179","0,174647","0,029009",Romania_2,"42,399","31,9322"
Kopelman_2020_148_AJ,0,pop_11923_6175,54.6834,25.3166,Vilnius,Lithuania,,,,,263,"0,025889","0,493995","0,009636","0,234479","0,012568","0,003475","0,03085","0,177756","0,011352",Romania_2,"43,0871","31,2614"
Kopelman_2020_148_AJ,0,pop_11923_6617,54.6834,25.3166,Vilnius,Lithuania,,,,,264,"0,024866","0,490345","0,001295","0,255968","0,004631","0,014753","0,016323","0,172742","0,019076",Turk_2,"42,1174","37,4046"
Kopelman_2020_148_AJ,0,pop_11924_6487,52.35,4.9166,Amsterdam,Netherlands,,,,,265,"0,01701","0,526558","0,009393","0,244748",1E-05,"0,011587","0,036447","0,136069","0,018177",Turk_2,"38,7042","39,9455"
Kopelman_2020_148_AJ,0,pop_11925_177,52.25,21.0,Warsaw,Poland,,,,,266,"0,011788","0,522896","0,004977","0,241303","0,008772","0,003597","0,025199","0,154442","0,027027",Turk_2,"39,6615","37,7544"
Kopelman_2020_148_AJ,0,pop_11925_224,52.25,21.0,Warsaw,Poland,,,,,267,"0,014474","0,525413","0,006692","0,233843","0,009179","0,029081","0,021489","0,136353","0,023475",Turk_2,"38,3175","38,8415"
Kopelman_2020_148_AJ,0,pop_11925_1102,52.25,21.0,Warsaw,Poland,,,,,268,"0,011381","0,519194","0,00276","0,23652",1E-05,"0,016009","0,028462","0,161378","0,024287",Turk_2,"40,6706","37,3271"
Kopelman_2020_148_AJ,0,pop_11925_1113,52.25,21.0,Warsaw,Poland,,,,,269,"0,027773","0,524273",1E-05,"0,250252","0,000956","0,005142","0,017535","0,154416","0,019643",Turk_2,"40,3265","38,719"
Kopelman_2020_148_AJ,0,pop_11925_1115,52.25,21.0,Warsaw,Poland,,,,,270,"0,035056","0,492913","0,000429","0,231","0,014112","0,01173","0,017826","0,169633","0,0273",Turk_2,"42,1602","35,5138"
Kopelman_2020_148_AJ,0,pop_11925_1119,52.25,21.0,Warsaw,Poland,,,,,271,"0,016227","0,521548","0,008489","0,221557","0,011772","0,010842","0,016013","0,167276","0,026277",Turk_2,"40,2993","35,5942"
Kopelman_2020_148_AJ,0,pop_11925_1121,52.25,21.0,Warsaw,Poland,,,,,272,"0,022054","0,535777","0,005137","0,247563","0,006686",1E-05,"0,021251","0,139779","0,021743",Turk_2,"38,6764","39,582"
Kopelman_2020_148_AJ,0,pop_11925_1122,52.25,21.0,Warsaw,Poland,,,,,273,"0,040453","0,500778",1E-05,"0,236908","0,001885","0,01087","0,028473","0,15973","0,020894",Turk_2,"41,409","37,8671"
Kopelman_2020_148_AJ,0,pop_11925_1123,52.25,21.0,Warsaw,Poland,,,,,274,"0,018576","0,515476",1E-05,"0,245027","0,002937","0,002412","0,040471","0,153444","0,021646",Turk_2,"40,4635","38,2701"
Kopelman_2020_148_AJ,0,pop_11925_1129,52.25,21.0,Warsaw,Poland,,,,,275,"0,020474","0,51428","0,008043","0,252754",1E-05,"0,000625","0,021734","0,162509","0,019572",Turk_2,"41,3376","38,6165"
Kopelman_2020_148_AJ,0,pop_11925_1131,52.25,21.0,Warsaw,Poland,,,,,276,"0,029149","0,5102","0,00313","0,249949","0,008789","0,01178","0,023827","0,142697","0,020479",Turk_2,"40,1733","39,3079"
Kopelman_2020_148_AJ,0,pop_11925_1133,52.25,21.0,Warsaw,Poland,,,,,277,"0,038017","0,52079","0,008232","0,238314",1E-05,"0,000201","0,03662","0,13597","0,021846",Turk_2,"39,3622","38,9356"
Kopelman_2020_148_AJ,0,pop_11925_1134,52.25,21.0,Warsaw,Poland,,,,,278,"0,035536","0,518949","0,004265","0,242317","0,005165","0,001877","0,014174","0,155522","0,022194",Turk_2,"40,4735","38,1652"
Kopelman_2020_148_AJ,0,pop_11925_1139,52.25,21.0,Warsaw,Poland,,,,,279,"0,014735","0,519268","0,004221","0,236052","0,009765","0,000185","0,02996","0,167765","0,018049",Turk_2,"41,0044","36,6761"
Kopelman_2020_148_AJ,0,pop_11925_1146,52.25,21.0,Warsaw,Poland,,,,,280,"0,025008","0,522837","0,005761","0,242036","0,006702","0,004043","0,016011","0,16215","0,015451",Turk_2,"40,6925","37,7746"
Kopelman_2020_148_AJ,0,pop_11925_1160,52.25,21.0,Warsaw,Poland,,,,,281,"0,039942","0,538533","0,005369","0,22467","0,011689","0,00191","0,008819","0,144398","0,02467",Turk_2,"38,3014","37,5759"
Kopelman_2020_148_AJ,0,pop_11925_1162,52.25,21.0,Warsaw,Poland,,,,,282,"0,019728","0,482546","0,002297","0,223882","0,016789","0,002548","0,021851","0,211333","0,019024",Romania_2,"43,3709","26,9229"
Kopelman_2020_148_AJ,0,pop_11925_1236,52.25,21.0,Warsaw,Poland,,,,,283,"0,024384","0,503629",1E-05,"0,240221","0,017502","0,008502","0,025558","0,152838","0,027356",Turk_2,"40,6478","37,8249"
Kopelman_2020_148_AJ,0,pop_11925_1267,52.25,21.0,Warsaw,Poland,,,,,284,"0,02029","0,520468","0,004214","0,242876","0,007023","0,002091","0,026818","0,159935","0,016284",Turk_2,"40,6405","37,8841"
Kopelman_2020_148_AJ,0,pop_11925_1399,52.25,21.0,Warsaw,Poland,,,,,285,"0,028458","0,495272","0,008388","0,260338","0,004414","0,005571","0,014573","0,164656","0,018331",Turk_2,"41,5499","38,6271"
Kopelman_2020_148_AJ,0,pop_11926_1112,44.4334,26.0999,Bucharest,Romania,,,,,286,"0,027033","0,520148","0,009423","0,232839","0,00485","0,010792","0,019219","0,153372","0,022324",Turk_2,"40,3882","37,8744"
Kopelman_2020_148_AJ,0,pop_11926_1116,44.4334,26.0999,Bucharest,Romania,,,,,287,"0,027794","0,53384","0,009229","0,238397","0,005151","0,012631","0,016504","0,131809","0,024645",Turk_2,"38,1806","39,635"
Kopelman_2020_148_AJ,0,pop_11926_1120,44.4334,26.0999,Bucharest,Romania,,,,,288,"0,024954","0,489241","0,005223","0,248632","0,006583","0,008411","0,032997","0,168657","0,015302",Turk_2,"41,9986","37,3208"
Kopelman_2020_148_AJ,0,pop_11926_1128,44.4334,26.0999,Bucharest,Romania,,,,,289,"0,028359","0,509404","0,004744","0,242347","0,016823","0,002304","0,016507","0,154831","0,024681",Turk_2,"40,617","37,9409"
Kopelman_2020_148_AJ,0,pop_11926_1142,44.4334,26.0999,Bucharest,Romania,,,,,290,"0,019419","0,509715","0,00937","0,245091","0,011029",1E-05,"0,030166","0,155807","0,019394",Turk_2,"40,6675","37,9888"
Kopelman_2020_148_AJ,0,pop_11926_1149,44.4334,26.0999,Bucharest,Romania,,,,,291,"0,027121","0,518975","0,00765","0,231661","0,012279","0,01162","0,016069","0,151604","0,02302",Turk_2,"40,3569","37,8842"
Kopelman_2020_148_AJ,0,pop_11926_1235,44.4334,26.0999,Bucharest,Romania,,,,,292,"0,015688","0,521385","0,006414","0,249228","0,014128","0,005168","0,017818","0,14804","0,022132",Turk_2,"40,0797","38,906"
Kopelman_2020_148_AJ,0,pop_11926_1286,44.4334,26.0999,Bucharest,Romania,,,,,293,"0,021144","0,530266","0,00267","0,232948","0,017329","0,011516","0,021857","0,146394","0,015877",Turk_2,"39,3134","38,1365"
Kopelman_2020_148_AJ,0,pop_11926_1361,44.4334,26.0999,Bucharest,Romania,,,,,294,"0,028258","0,522469","0,001717","0,23768","0,006127","0,012527","0,023302","0,145733","0,022186",Turk_2,"39,4956","38,0396"
Kopelman_2020_148_AJ,0,pop_11926_1369,44.4334,26.0999,Bucharest,Romania,,,,,295,"0,031432","0,502058","0,003158","0,248219","0,005758",1E-05,"0,030741","0,159991","0,018633",Turk_2,"41,3085","38,3036"
Kopelman_2020_148_AJ,0,pop_11926_1370,44.4334,26.0999,Bucharest,Romania,,,,,296,"0,030971","0,51114","0,003181","0,239756","0,010825","0,003054","0,020897","0,160036","0,020139",Turk_2,"40,8081","37,528"
Kopelman_2020_148_AJ,0,pop_11926_1371,44.4334,26.0999,Bucharest,Romania,,,,,297,"0,02186","0,514179",1E-05,"0,23727","0,016136","0,011777","0,009716","0,159109","0,029942",Turk_2,"40,6873","37,4627"
Kopelman_2020_148_AJ,0,pop_11926_1541,44.4334,26.0999,Bucharest,Romania,,,,,298,"0,029009","0,516288","0,002254","0,234088","0,010967","0,017724","0,019473","0,149537","0,02066",Turk_2,"40,3494","38,0276"
Kopelman_2020_148_AJ,0,pop_11926_1585,44.4334,26.0999,Bucharest,Romania,,,,,299,"0,029045","0,511342","0,007346","0,244625","0,017786","0,002129","0,022944","0,145579","0,019205",Turk_2,"40,2595","38,4033"
Kopelman_2020_148_AJ,0,pop_11926_1606,44.4334,26.0999,Bucharest,Romania,,,,,300,"0,024752","0,502026",1E-05,"0,241905","0,00846","0,021343","0,011485","0,165642","0,024377",Turk_2,"41,7113","37,3902"
Kopelman_2020_148_AJ,0,pop_11926_1740,44.4334,26.0999,Bucharest,Romania,,,,,301,"0,023999","0,538656","0,008087","0,234646","0,014444","0,007071","0,022286","0,140369","0,010442",Turk_2,"38,6775","39,2837"
Kopelman_2020_148_AJ,0,pop_11926_1967,44.4334,26.0999,Bucharest,Romania,,,,,302,"0,020544","0,51517","0,006043","0,231639","0,017434","0,014035","0,013643","0,157099","0,024393",Turk_2,"40,6494","37,354"
Kopelman_2020_148_AJ,0,pop_11927_1254,55.7522,37.6155,Moscow,Russia,,,,,303,"0,019745","0,505836","0,009573","0,255586","0,014317","0,004437","0,017275","0,155595","0,017636",Turk_2,"41,1627","38,9384"
Kopelman_2020_148_AJ,0,pop_11927_1540,55.7522,37.6155,Moscow,Russia,,,,,304,"0,016477","0,532315",1E-05,"0,227853","0,009841","0,018296","0,020344","0,150377","0,024487",Turk_2,"38,55","37,2276"
Kopelman_2020_148_AJ,0,pop_11927_1549,55.7522,37.6155,Moscow,Russia,,,,,305,"0,015869","0,513511",1E-05,"0,246891","0,009532","0,008435","0,026596","0,145108","0,034047",Turk_2,"39,526","39,1578"
Kopelman_2020_148_AJ,0,pop_11927_1563,55.7522,37.6155,Moscow,Russia,,,,,306,"0,02669","0,52167","0,008941","0,24963","0,010501","0,000431","0,022896","0,149778","0,009464",Turk_2,"40,295","38,8095"
Kopelman_2020_148_AJ,0,pop_11927_1564,55.7522,37.6155,Moscow,Russia,,,,,307,"0,038337","0,51169",1E-05,"0,247289","0,014102","0,005504","0,011055","0,151387","0,020625",Turk_2,"40,4344","38,3343"
Kopelman_2020_148_AJ,0,pop_11927_1565,55.7522,37.6155,Moscow,Russia,,,,,308,"0,034176","0,499532",1E-05,"0,240453","0,007235","0,013335","0,013295","0,167631","0,024333",Turk_2,"41,7579","37,1933"
Kopelman_2020_148_AJ,0,pop_11927_1583,55.7522,37.6155,Moscow,Russia,,,,,309,"0,042877","0,515109","0,002917","0,345839","0,004476","0,006756","0,017415","0,05553","0,009081",Armenians_1,"39,9358","44,7751"
Kopelman_2020_148_AJ,0,pop_11927_1588,55.7522,37.6155,Moscow,Russia,,,,,310,"0,030425","0,521467","0,000123","0,248059","0,004079","0,013764","0,017561","0,145499","0,019022",Turk_2,"40,058","39,653"
Kopelman_2020_148_AJ,0,pop_11927_1685,55.7522,37.6155,Moscow,Russia,,,,,311,"0,018414","0,496756","0,002733","0,24795","0,022175","0,010867","0,020589","0,152131","0,028385",Turk_2,"41,2654","38,6485"
Kopelman_2020_148_AJ,0,pop_11927_1689,55.7522,37.6155,Moscow,Russia,,,,,312,"0,017539","0,513257",1E-05,"0,246914","0,011902","0,024886","0,007858","0,155227","0,022408",Turk_2,"40,5899","38,1952"
Kopelman_2020_148_AJ,0,pop_11927_1690,55.7522,37.6155,Moscow,Russia,,,,,313,"0,032778","0,495562","0,00458","0,323668","0,015689","0,002151","0,032883","0,088607","0,004082",Armenians_1,"40,1884","42,6074"
Kopelman_2020_148_AJ,0,pop_11927_1728,55.7522,37.6155,Moscow,Russia,,,,,314,"0,02244","0,512461","0,00718","0,238292","0,013253","0,006151","0,013102","0,161241","0,025881",Turk_2,"40,8257","37,2984"
Kopelman_2020_148_AJ,0,pop_11927_1742,55.7522,37.6155,Moscow,Russia,,,,,315,"0,046348","0,494873","0,008854","0,330141","0,012354",1E-05,"0,034445","0,069136","0,003838",Armenians_1,"40,0904","42,9826"
Kopelman_2020_148_AJ,0,pop_11927_1769,55.7522,37.6155,Moscow,Russia,,,,,316,"0,01636","0,514845","0,004155","0,255453","0,004794","0,003632","0,032534","0,14772","0,020506",Turk_2,"40,299","39,8881"
Kopelman_2020_148_AJ,0,pop_11927_1801,55.7522,37.6155,Moscow,Russia,,,,,317,"0,02517","0,513955","0,004488","0,32606","0,007556","0,013968","0,030224","0,072618","0,005962",Armenians_1,"40,0455","44,7852"
Kopelman_2020_148_AJ,0,pop_11927_1819,55.7522,37.6155,Moscow,Russia,,,,,318,"0,03482","0,498864","0,00033","0,246356","0,008493",1E-05,"0,031383","0,158947","0,020797",Turk_2,"41,2971","38,275"
Kopelman_2020_148_AJ,0,pop_11927_1871,55.7522,37.6155,Moscow,Russia,,,,,319,"0,034266","0,522755","0,002014","0,234969","0,000178",1E-05,"0,02029","0,163699","0,021819",Turk_2,"40,7415","37,3787"
Kopelman_2020_148_AJ,0,pop_11927_1962,55.7522,37.6155,Moscow,Russia,,,,,320,"0,01548","0,534153","0,010831","0,313309","0,003045","0,000762","0,028102","0,08328","0,011037",Armenians_1,"40,048","44,9399"
Kopelman_2020_148_AJ,0,pop_11927_1979,55.7522,37.6155,Moscow,Russia,,,,,321,"0,028684","0,52138","0,007209","0,243715","0,001732","0,00966","0,008542","0,15807","0,021008",Turk_2,"40,5267","38,1492"
Kopelman_2020_148_AJ,0,pop_11927_4211,55.7522,37.6155,Moscow,Russia,,,,,322,"0,046133","0,485516","0,005508","0,319164","0,009867","0,012143","0,024522","0,081418","0,015729",Turk_2,"39,6426","38,419"
Kopelman_2020_148_AJ,0,pop_11927_4252,55.7522,37.6155,Moscow,Russia,,,,,323,"0,026885","0,527064","0,005153","0,245082","0,009333","0,009767","0,013895","0,151847","0,010973",Turk_2,"40,2152","38,7411"
Kopelman_2020_148_AJ,0,pop_11927_4483,55.7522,37.6155,Moscow,Russia,,,,,324,"0,023845","0,524737","0,005688","0,230202","0,011176","0,010894","0,024637","0,1484","0,020422",Turk_2,"39,5031","37,6769"
Kopelman_2020_148_AJ,0,pop_11927_4520,55.7522,37.6155,Moscow,Russia,,,,,325,"0,019791","0,495567","0,002698","0,244132","0,00834","0,008789","0,038286","0,16685","0,015546",Turk_2,"41,7998","37,1814"
Kopelman_2020_148_AJ,0,pop_11927_4730,55.7522,37.6155,Moscow,Russia,,,,,326,"0,038033","0,503665","0,010111","0,247973","0,006796","0,005246","0,024235","0,150999","0,012941",Turk_2,"40,8812","38,622"
